row index,label,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
G_row 734,3,"[0.0, 0.0]","[0.28864622116088867, -0.23646695911884308]","[0.5213860273361206, -0.5651662945747375]","[0.7165188193321228, -0.7491986751556396]","[0.9083137512207031, -0.8465126156806946]","[0.2101687788963318, -1.0403141975402832]","[0.2283717691898346, -1.4564305543899536]","[0.23091138899326324, -1.7023979425430298]","[0.20936702191829681, -1.9202136993408203]","[0.0, -1.0]","[-0.09449295699596405, -1.3466440439224243]","[-0.1471647322177887, -1.53696608543396]","[-0.22080151736736298, -1.7271710634231567]","[-0.1830606907606125, -0.8600183129310608]","[-0.16978207230567932, -0.8063031435012817]","[-0.07161186635494232, -0.5715393424034119]","[-0.032647643238306046, -0.5026183128356934]","[-0.33376455307006836, -0.6778659820556641]","[-0.31091073155403137, -0.5999618172645569]","[-0.21166445314884186, -0.4376518726348877]","[-0.15936815738677979, -0.3923838138580322]"
G_row 735,3,"[0.0, 0.0]","[0.2960709035396576, -0.21602806448936462]","[0.5297050476074219, -0.5600326061248779]","[0.7197097539901733, -0.7720713019371033]","[0.9175515174865723, -0.849729061126709]","[0.21424850821495056, -1.0561015605926514]","[0.2364129275083542, -1.4759937524795532]","[0.24760715663433075, -1.7365949153900146]","[0.24833296239376068, -1.9671536684036255]","[0.0, -0.9999999403953552]","[-0.09105348587036133, -1.3664188385009766]","[-0.1512504518032074, -1.5898174047470093]","[-0.21858298778533936, -1.8155778646469116]","[-0.1921994984149933, -0.8428153991699219]","[-0.16154447197914124, -0.9003275632858276]","[-0.08426186442375183, -0.6623210310935974]","[-0.05550755187869072, -0.5619367361068726]","[-0.3606832027435303, -0.6345258355140686]","[-0.3220013678073883, -0.6778838038444519]","[-0.23765091598033905, -0.5157520174980164]","[-0.20251429080963135, -0.4421846866607666]"
G_row 736,3,"[0.0, 0.0]","[0.291951984167099, -0.24812088906764984]","[0.4916236102581024, -0.5921329855918884]","[0.663812518119812, -0.8083203434944153]","[0.8444470763206482, -0.9277521371841431]","[0.2099936604499817, -1.0834625959396362]","[0.2125227451324463, -1.5159410238265991]","[0.20090582966804504, -1.7822705507278442]","[0.1820722222328186, -2.0100889205932617]","[0.0, -0.9999999403953552]","[-0.1543484479188919, -1.4083303213119507]","[-0.26198843121528625, -1.648745059967041]","[-0.3678096830844879, -1.8623204231262207]","[-0.1749795377254486, -0.801500678062439]","[-0.20890529453754425, -0.8976265788078308]","[-0.09758961945772171, -0.6619129180908203]","[-0.03873889520764351, -0.5474724769592285]","[-0.32804226875305176, -0.5536856651306152]","[-0.35632848739624023, -0.6574217677116394]","[-0.2426380068063736, -0.49548032879829407]","[-0.17565873265266418, -0.40951624512672424]"
G_row 737,3,"[0.0, 0.0]","[0.2698769271373749, -0.2563890516757965]","[0.4573238492012024, -0.6035475134849548]","[0.6265905499458313, -0.8193079829216003]","[0.8055880069732666, -0.9482507109642029]","[0.20557932555675507, -1.0782569646835327]","[0.20265454053878784, -1.511186122894287]","[0.19012656807899475, -1.7769131660461426]","[0.17294026911258698, -1.9988771677017212]","[0.0, -1.0]","[-0.17395363748073578, -1.400984764099121]","[-0.2943545877933502, -1.6401633024215698]","[-0.40325117111206055, -1.850561261177063]","[-0.16712594032287598, -0.816516101360321]","[-0.23848237097263336, -0.8883431553840637]","[-0.1266324520111084, -0.648044764995575]","[-0.050672497600317, -0.5335971713066101]","[-0.31474635004997253, -0.5927378535270691]","[-0.3700333535671234, -0.6758581399917603]","[-0.26083603501319885, -0.5055503845214844]","[-0.18229737877845764, -0.4223632514476776]"
G_row 738,3,"[0.0, 0.0]","[0.28024062514305115, -0.23512765765190125]","[0.49368366599082947, -0.5736191272735596]","[0.6795695424079895, -0.7910276651382446]","[0.8904420733451843, -0.9317325353622437]","[0.21264322102069855, -1.0751248598098755]","[0.21352119743824005, -1.5237724781036377]","[0.20791882276535034, -1.7917759418487549]","[0.19406673312187195, -2.0242345333099365]","[0.0, -0.9999999403953552]","[-0.16566525399684906, -1.3873963356018066]","[-0.2812650501728058, -1.6161425113677979]","[-0.3881095349788666, -1.8280752897262573]","[-0.17947950959205627, -0.8172364234924316]","[-0.24548906087875366, -0.8403805494308472]","[-0.13311977684497833, -0.6039937734603882]","[-0.04998061805963516, -0.5104813575744629]","[-0.32922452688217163, -0.5985233187675476]","[-0.3780836760997772, -0.632286787033081]","[-0.26872798800468445, -0.45916855335235596]","[-0.17876482009887695, -0.3864009976387024]"
G_row 739,3,"[0.0, 0.0]","[0.29173514246940613, -0.2346266508102417]","[0.5025601983070374, -0.5843783020973206]","[0.685880720615387, -0.8085121512413025]","[0.8809151649475098, -0.9452800154685974]","[0.2108117938041687, -1.072601079940796]","[0.19850555062294006, -1.50677490234375]","[0.1802813857793808, -1.7634278535842896]","[0.14967355132102966, -1.985593318939209]","[0.0, -1.0]","[-0.17115800082683563, -1.3566890954971313]","[-0.28452637791633606, -1.5710947513580322]","[-0.3931497633457184, -1.7758384943008423]","[-0.17040924727916718, -0.827410101890564]","[-0.2302272766828537, -0.7831239700317383]","[-0.12298229336738586, -0.5599226951599121]","[-0.05112609267234802, -0.4962565302848816]","[-0.3124425411224365, -0.61989825963974]","[-0.35123211145401, -0.5807941555976868]","[-0.23632323741912842, -0.41920042037963867]","[-0.1407555192708969, -0.3767123222351074]"
G_row 740,3,"[0.0, 0.0]","[0.28530189394950867, -0.24637749791145325]","[0.4964241683483124, -0.5912203788757324]","[0.6828143000602722, -0.8152967095375061]","[0.8762202262878418, -0.9556945562362671]","[0.2173370122909546, -1.0791715383529663]","[0.21600136160850525, -1.509516716003418]","[0.19958265125751495, -1.774217128753662]","[0.17413127422332764, -2.002213716506958]","[0.0, -1.0]","[-0.16037695109844208, -1.3852241039276123]","[-0.2630619704723358, -1.6176460981369019]","[-0.3581531345844269, -1.831208348274231]","[-0.1774578094482422, -0.811193585395813]","[-0.222880557179451, -0.8541555404663086]","[-0.11227842420339584, -0.6040660738945007]","[-0.04480821266770363, -0.5109663009643555]","[-0.32990530133247375, -0.5800866484642029]","[-0.3639416992664337, -0.6183046102523804]","[-0.25494155287742615, -0.4431765675544739]","[-0.18456275761127472, -0.3816656470298767]"
G_row 741,3,"[0.0, 0.0]","[0.28621727228164673, -0.2686243951320648]","[0.48144686222076416, -0.6367449760437012]","[0.6613109707832336, -0.8738610148429871]","[0.8424472212791443, -1.0202224254608154]","[0.2057042270898819, -1.0759421586990356]","[0.1964566856622696, -1.5108556747436523]","[0.1764470785856247, -1.7709367275238037]","[0.14607936143875122, -2.001183271408081]","[0.0, -0.9999999403953552]","[-0.17329524457454681, -1.3946776390075684]","[-0.2844637930393219, -1.6238516569137573]","[-0.3920518755912781, -1.839021921157837]","[-0.16654491424560547, -0.8147207498550415]","[-0.2303091585636139, -0.870924711227417]","[-0.11009421944618225, -0.6080117225646973]","[-0.0377594530582428, -0.5111930966377258]","[-0.3144824504852295, -0.5925055146217346]","[-0.3680185079574585, -0.6541165709495544]","[-0.25324487686157227, -0.46667012572288513]","[-0.17609907686710358, -0.3951350450515747]"
G_row 742,3,"[0.0, 0.0]","[0.26313912868499756, -0.26804107427597046]","[0.44590744376182556, -0.6169634461402893]","[0.6154699325561523, -0.8515532612800598]","[0.7955570220947266, -1.0022075176239014]","[0.19836875796318054, -1.0770511627197266]","[0.19734084606170654, -1.5025466680526733]","[0.17716777324676514, -1.7552030086517334]","[0.152698814868927, -1.9785008430480957]","[0.0, -1.0]","[-0.16736149787902832, -1.3834631443023682]","[-0.2791041135787964, -1.5949403047561646]","[-0.37653401494026184, -1.7982066869735718]","[-0.16892386972904205, -0.8162566423416138]","[-0.22519321739673615, -0.8811991810798645]","[-0.11896157264709473, -0.6308929920196533]","[-0.05092110484838486, -0.5342532992362976]","[-0.3197336792945862, -0.5946422815322876]","[-0.36201098561286926, -0.6691486835479736]","[-0.2567356824874878, -0.49171003699302673]","[-0.18824295699596405, -0.4175873100757599]"
G_row 743,3,"[0.0, 0.0]","[0.27993473410606384, -0.26244571805000305]","[0.4688722789287567, -0.6208375096321106]","[0.646659791469574, -0.8548009395599365]","[0.8355793952941895, -1.0073994398117065]","[0.20331965386867523, -1.0825871229171753]","[0.19489379227161407, -1.5103992223739624]","[0.17198605835437775, -1.771228551864624]","[0.13977564871311188, -1.9982928037643433]","[0.0, -0.9999999403953552]","[-0.17290587723255157, -1.388866662979126]","[-0.28361645340919495, -1.6174054145812988]","[-0.38829928636550903, -1.8323091268539429]","[-0.16457119584083557, -0.8039208054542542]","[-0.23256833851337433, -0.8601256012916565]","[-0.1102576032280922, -0.6122326254844666]","[-0.03376678004860878, -0.5248684287071228]","[-0.3081643581390381, -0.5680725574493408]","[-0.3656231164932251, -0.6266503930091858]","[-0.24684065580368042, -0.4587665796279907]","[-0.16106072068214417, -0.39594000577926636]"
G_row 744,3,"[0.0, 0.0]","[0.26465222239494324, -0.2713100016117096]","[0.43825703859329224, -0.6435654163360596]","[0.6059788465499878, -0.8895358443260193]","[0.7849111557006836, -1.0308568477630615]","[0.20152509212493896, -1.0849722623825073]","[0.19312050938606262, -1.509857177734375]","[0.17201903462409973, -1.769369125366211]","[0.1408429890871048, -1.9886834621429443]","[0.0, -1.0]","[-0.16684481501579285, -1.3808504343032837]","[-0.28780144453048706, -1.5962296724319458]","[-0.3969902992248535, -1.7896349430084229]","[-0.16723445057868958, -0.8165557384490967]","[-0.24615973234176636, -0.8658013939857483]","[-0.1422661393880844, -0.6375700235366821]","[-0.06761053949594498, -0.5388520359992981]","[-0.3138203024864197, -0.6036829352378845]","[-0.3603295385837555, -0.6511946320533752]","[-0.26284337043762207, -0.4878845512866974]","[-0.1862117052078247, -0.4159800708293915]"
G_row 745,3,"[0.0, 0.0]","[0.26494210958480835, -0.26632606983184814]","[0.43708401918411255, -0.6151431202888489]","[0.5970284342765808, -0.8509174585342407]","[0.7680609226226807, -1.007605791091919]","[0.20880916714668274, -1.0895304679870605]","[0.20683224499225616, -1.5077896118164062]","[0.1816595196723938, -1.7657618522644043]","[0.15631528198719025, -1.9886033535003662]","[0.0, -0.9999999403953552]","[-0.1629578173160553, -1.3647029399871826]","[-0.2889949679374695, -1.576967477798462]","[-0.39417776465415955, -1.7694730758666992]","[-0.17620310187339783, -0.8088019490242004]","[-0.24658364057540894, -0.8893176317214966]","[-0.14969906210899353, -0.6448428630828857]","[-0.07929542660713196, -0.5238051414489746]","[-0.3295241594314575, -0.581182062625885]","[-0.3812115490436554, -0.6616849303245544]","[-0.2908465266227722, -0.492088258266449]","[-0.22293442487716675, -0.4082055687904358]"
G_row 746,3,"[0.0, 0.0]","[0.2850962281227112, -0.20692601799964905]","[0.4866671860218048, -0.5510272979736328]","[0.6734091639518738, -0.7850860953330994]","[0.8735644221305847, -0.934456467628479]","[0.21625538170337677, -1.0629935264587402]","[0.21354429423809052, -1.5331828594207764]","[0.2137605845928192, -1.7932721376419067]","[0.20097802579402924, -2.0242695808410645]","[0.0, -1.0]","[-0.14434388279914856, -1.3814791440963745]","[-0.25103509426116943, -1.589107871055603]","[-0.36764129996299744, -1.8039729595184326]","[-0.18713220953941345, -0.8341382145881653]","[-0.23146454989910126, -0.8259366154670715]","[-0.11165960133075714, -0.5929448008537292]","[-0.0393659807741642, -0.5184454321861267]","[-0.34983354806900024, -0.6295986771583557]","[-0.35105642676353455, -0.6006279587745667]","[-0.2434484213590622, -0.4373437762260437]","[-0.16653378307819366, -0.395591676235199]"
G_row 747,3,"[0.0, 0.0]","[0.287986695766449, -0.22418059408664703]","[0.5052151679992676, -0.57783442735672]","[0.6826272010803223, -0.7853187918663025]","[0.8741242289543152, -0.8934448957443237]","[0.21248051524162292, -1.0494931936264038]","[0.22122691571712494, -1.4715430736541748]","[0.22180847823619843, -1.7309033870697021]","[0.2097938060760498, -1.9603880643844604]","[0.0, -0.9999999403953552]","[-0.09876303374767303, -1.348805546760559]","[-0.16579321026802063, -1.5602527856826782]","[-0.23919831216335297, -1.7714264392852783]","[-0.18683825433254242, -0.8454130291938782]","[-0.16831688582897186, -0.8396708965301514]","[-0.08187351375818253, -0.5974195599555969]","[-0.041954681277275085, -0.5147536396980286]","[-0.3526173233985901, -0.6429791450500488]","[-0.32822710275650024, -0.6139999628067017]","[-0.23388727009296417, -0.44653254747390747]","[-0.18585360050201416, -0.39882519841194153]"
G_row 748,3,"[0.0, 0.0]","[0.2818364202976227, -0.21820175647735596]","[0.5032275915145874, -0.5517987608909607]","[0.6935980916023254, -0.7632600665092468]","[0.8956207633018494, -0.8814635872840881]","[0.21426694095134735, -1.037007451057434]","[0.2282211035490036, -1.4451065063476562]","[0.23112332820892334, -1.701364517211914]","[0.22117064893245697, -1.929021954536438]","[0.0, -1.0]","[-0.06809742003679276, -1.3280690908432007]","[-0.10543614625930786, -1.5297877788543701]","[-0.1543119102716446, -1.7360543012619019]","[-0.1907206028699875, -0.8627088069915771]","[-0.12627708911895752, -0.8116274476051331]","[-0.041816193610429764, -0.587272047996521]","[-0.010421831160783768, -0.5177730321884155]","[-0.35165566205978394, -0.6767969727516174]","[-0.2759453058242798, -0.5925523042678833]","[-0.1840822547674179, -0.4366949498653412]","[-0.14609171450138092, -0.4028412103652954]"
G_row 749,3,"[0.0, 0.0]","[0.27590999007225037, -0.2235003262758255]","[0.4872581660747528, -0.5638054013252258]","[0.6669679880142212, -0.7691794633865356]","[0.8627983331680298, -0.8783412575721741]","[0.21359236538410187, -1.0262775421142578]","[0.2233332395553589, -1.4248372316360474]","[0.22632364928722382, -1.6675325632095337]","[0.21586382389068604, -1.8927265405654907]","[0.0, -1.0]","[-0.06113966554403305, -1.2977676391601562]","[-0.07579317688941956, -1.4775941371917725]","[-0.11242882162332535, -1.6833785772323608]","[-0.18981480598449707, -0.8649674654006958]","[-0.0916421040892601, -0.7570224404335022]","[-0.017755860462784767, -0.5432337522506714]","[-0.01717885583639145, -0.5032745003700256]","[-0.34194812178611755, -0.6790690422058105]","[-0.23938482999801636, -0.5611876845359802]","[-0.15661710500717163, -0.4182431995868683]","[-0.15138132870197296, -0.406411349773407]"
G_row 750,3,"[0.0, 0.0]","[0.2845311760902405, -0.2160039246082306]","[0.49561211466789246, -0.5831248760223389]","[0.6705135107040405, -0.8007892966270447]","[0.8592790365219116, -0.9019219279289246]","[0.211039736866951, -1.0472166538238525]","[0.21585828065872192, -1.4611375331878662]","[0.21345582604408264, -1.714833378791809]","[0.19888615608215332, -1.9430686235427856]","[0.0, -1.0]","[-0.08279645442962646, -1.3506190776824951]","[-0.12855009734630585, -1.5583640336990356]","[-0.1890258938074112, -1.7789876461029053]","[-0.18644362688064575, -0.8488511443138123]","[-0.14965684711933136, -0.8455032110214233]","[-0.06525600701570511, -0.6039410829544067]","[-0.03641978278756142, -0.5345861911773682]","[-0.3493407368659973, -0.651722252368927]","[-0.3027411997318268, -0.6076920628547668]","[-0.2145606428384781, -0.44155746698379517]","[-0.18131227791309357, -0.4099719524383545]"
G_row 751,3,"[0.0, 0.0]","[0.2758308947086334, -0.24016602337360382]","[0.4682534635066986, -0.5868095755577087]","[0.6563072204589844, -0.7935841679573059]","[0.8342882394790649, -0.9448844194412231]","[0.21418415009975433, -1.0751558542251587]","[0.2169875204563141, -1.5354704856872559]","[0.21917858719825745, -1.7995644807815552]","[0.1982566863298416, -2.0317163467407227]","[0.0, -0.9999999403953552]","[-0.1283455342054367, -1.3902921676635742]","[-0.22865614295005798, -1.599377155303955]","[-0.33771300315856934, -1.794961929321289]","[-0.18300309777259827, -0.8167929649353027]","[-0.1919340044260025, -0.8772810697555542]","[-0.08270527422428131, -0.6276976466178894]","[-0.017061198130249977, -0.529044508934021]","[-0.3438073694705963, -0.5862826108932495]","[-0.32834312319755554, -0.617148220539093]","[-0.21596436202526093, -0.4577425420284271]","[-0.13893915712833405, -0.39869287610054016]"
G_row 752,3,"[0.0, 0.0]","[0.26600775122642517, -0.28980234265327454]","[0.44339489936828613, -0.6473085284233093]","[0.5888415575027466, -0.8444366455078125]","[0.7594168782234192, -0.954924464225769]","[0.22538208961486816, -1.0902824401855469]","[0.22467921674251556, -1.5295363664627075]","[0.21225109696388245, -1.7923303842544556]","[0.18699520826339722, -2.0136451721191406]","[0.0, -1.0]","[-0.1751302033662796, -1.4035210609436035]","[-0.29698097705841064, -1.612043857574463]","[-0.40775737166404724, -1.8068344593048096]","[-0.182191401720047, -0.8118812441825867]","[-0.26475977897644043, -0.8981098532676697]","[-0.1459842026233673, -0.649265468120575]","[-0.059652578085660934, -0.5386687517166138]","[-0.3374497890472412, -0.5813835263252258]","[-0.41755276918411255, -0.6728154420852661]","[-0.3051764667034149, -0.49761778116226196]","[-0.21168668568134308, -0.4070165455341339]"
